MV1_AleakMV,MV2_AleakMV,HU_Ch1_T2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T1_AleakPF,HU_Ch1_T2_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,HU_T1_DboreMin,MV1_DmvMax,HU_T1_DboreMax,MV1_DmvMin,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_KstiffMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,MV1_Emv,HU_Ehu,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,MV2_DmvMax,HU_T2_DboreMin,MV2_DmvMin,HU_T2_DboreMax,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,17456.6277464217,1.0,1.0,1.0,17.9903673390648,1.0,1.0,1.0,24563.2017620544,1.0,1.0,1.0,1.0,19.3284408618828,1.0,1.0,0.06582646487296095,0.02694227984881703,0.05730996434196303,0.030367684493146002,-0.008516500530997922,0.030367684493146002,0.0,0,0,0.0658264648729610,9.73236009732360e-6,102750.000000000,3864.95386611242,0.000447022022053147,2237.02625523247,7.80349703343452,1.33807352281801,0,1.0,1.0,1.0,11007.8789363594,1.0,1.0,1.0,1.0,16.8052423765804,1.0,1.0,17924.7558624535,1.0,1.0,1.0,1.0,18.1075984563227,1.0,1.0,0.04048786149585126,0.03603203827004009,0.05730996434196303,0.021277926071922942,0.01682210284611177,0.021277926071922942,0.01682210284611177,0.0168221028461118,0.841105142305588,0.0404878614958513,9.50655127836018e-6,105190.617577197,2433.68180293064,0.000599186782019215,1668.92867134030,6.59577555673427,1.3023560797422473,0.841105142305588,1.0,-0.06899049832442586,-0.06464656512694159,0.0,0.0,10.186870305630253,9,11,4.516645825835055,10000,19000,16.5000000000000,19.0000000000000,7106.574015632646,10000,25000,17.0000000000000,20.0000000000000,4.555421053263251,4.621247518136212,4.561385377556105,4.588327657404922,5311.048977836476,0.04855603620097527,4499.801899966553,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.20946681984617,9,11,4.523138120646536,10000,19000,16.5000000000000,19.0000000000000,6916.876926094184,10000,25000,17.0000000000000,20.0000000000000,4.6089986804530385,4.568510818957187,4.595202958762754,4.559170920492714,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18931.207725332526,11,107.44485345100041,500000,1,1,-111,122,111,1,15,11,11,11,0
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,12136.0925114640,1.0,1.0,1.0,16.9799819564644,1.0,1.0,1.0,18656.0716044856,1.0,1.0,1.0,1.0,18.2880943791775,1.0,1.0,0.04541309088033163,0.03383326734228209,0.053213532009246285,0.019380264666964193,0.007800441128914655,0.019380264666964193,0.007800441128914655,0.00780044112891465,0.390022056445733,0.0454130908803316,9.73236009732360e-6,102750.000000000,2666.39719311661,0.000575669281570589,1737.10849616939,6.98637565714869,1.3081124227130947,0.390022056445733,1.0,1.0,1.0,14441.8808168386,1.0,1.0,1.0,1.0,17.3926282913839,1.0,1.0,20888.0394578270,1.0,1.0,1.0,1.0,18.6859300147102,1.0,1.0,0.05333620247258075,0.032672584147118044,0.053213532009246285,0.02054094786212824,-0.00012267046333446635,0.02054094786212824,0.0,0,0,0.0533362024725808,9.50655127836018e-6,105190.617577197,3205.98175846469,0.000512548316848120,1951.03557484966,7.40216170479176,1.2933017233263173,0,1.0,-0.12052152142843864,-0.22987272557802677,0.0,0.0,9.993606299315744,9,11,4.551494632080209,10000,19000,16.5000000000000,19.0000000000000,6519.979093021583,10000,25000,17.0000000000000,20.0000000000000,4.566769700792589,4.612182791672921,4.560574656115655,4.594407923457937,4984.265098177724,0.04803932452021866,4499.621045724882,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.99046658659209,9,11,4.504667183058035,10000,19000,16.5000000000000,19.0000000000000,6446.158640988467,10000,25000,17.0000000000000,20.0000000000000,4.608194263866241,4.55485806139366,4.592203117400873,4.559530533253755,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18802.486607049526,11,90.3222048480506,500000,1,1,-111,121,111,1,15,11,11,11,1
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,15328.3993708346,1.0,1.0,1.0,17.6017627200093,1.0,1.0,1.0,22248.2216901992,1.0,1.0,1.0,1.0,18.9068636561281,1.0,1.0,0.057864661722120125,0.026116786113779433,0.05399010410350147,0.027873317989722035,-0.003874557618618657,0.027873317989722035,0.0,0,0,0.0578646617221201,9.73236009732360e-6,102750.000000000,3397.48228111305,0.000482938848032909,2070.65553759688,7.40267953433924,1.3051009361188373,0,1.0,1.0,1.0,14361.1739685522,1.0,1.0,1.0,1.0,17.4213098178847,1.0,1.0,21412.7290797751,1.0,1.0,1.0,1.0,18.7512559858660,1.0,1.0,0.053056201351701304,0.03879948980927672,0.05399010410350147,0.015190614294224747,0.0009339027518001641,0.015190614294224747,0.0009339027518001641,0.000933902751800164,0.0466951375900082,0.0530562013517013,9.50655127836018e-6,105190.617577197,3189.15119227748,0.000502166301737949,1991.37217399713,7.21169762040316,1.3299461679813256,0.0466951375900082,1.0,-0.2887609572051114,-0.14227300332730977,0.0,0.0,10.199083185670068,9,11,4.511693690367938,10000,19000,16.5000000000000,19.0000000000000,6919.822319364588,10000,25000,17.0000000000000,20.0000000000000,4.55633644863817,4.61420111036029,4.559426338465121,4.5855431245789005,5302.135741273039,0.045831340199997905,4500.898655038765,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.209612197481555,9,11,4.503133624811439,10000,19000,16.5000000000000,19.0000000000000,7051.555111222902,10000,25000,17.0000000000000,20.0000000000000,4.603632958758465,4.5505767574067635,4.594066299013713,4.555266809204436,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18891.948044906618,11,113.23037198232737,500000,1,1,-111,122,111,1,15,11,11,11,2
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,18928.0529827910,1.0,1.0,1.0,18.2771474043886,1.0,1.0,1.0,25434.3833685412,1.0,0.0,0.0,1.0,19.5809985899001,1.0,1.0,0.07196712255891313,0.02766369756666709,0.05294415992068333,0.025280462354016243,-0.0190229626382298,0.025280462354016243,0.0,0,0,0.0719671225589131,9.73236009732360e-6,102750.000000000,4225.49819595904,0.000437055806687130,2288.03732772702,8.27261546541048,1.303851185511497,0,1.0,1.0,1.0,12810.6435668553,1.0,1.0,1.0,1.0,17.0418451688488,1.0,1.0,19367.0385389869,1.0,1.0,1.0,1.0,18.3557291633994,1.0,1.0,0.047637226208907535,0.03391506107384412,0.05294415992068333,0.01902909884683921,0.005306933711775798,0.01902909884683921,0.005306933711775798,0.00530693371177580,0.265346685588790,0.0476372262089075,9.50655127836018e-6,105190.617577197,2863.42242547407,0.000549629761885228,1819.40657028834,7.04111097324719,1.313883994550604,0.265346685588790,0.0,-0.1990957860893699,-0.14442834822370068,0.0,0.0,10.004531938978081,9,11,4.47948433651976,10000,19000,16.5000000000000,19.0000000000000,6506.330385750171,10000,25000,17.0000000000000,20.0000000000000,4.552653925361744,4.624621047920657,4.562325029852137,4.589988727418804,4990.086643360114,0.04774189468281333,4499.76336091305,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.000734195601641,9,11,4.473892309037957,10000,19000,16.5000000000000,19.0000000000000,6556.394972131602,10000,25000,17.0000000000000,20.0000000000000,4.60367758970462,4.556040363495712,4.590800014233013,4.556884953159169,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,19100.74595366869,11,98.57442686950372,500000,1,1,-111,121,111,1,15,11,11,11,3
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,16355.9436111746,1.0,1.0,1.0,17.8215922786796,1.0,1.0,1.0,23303.6735048851,1.0,1.0,1.0,1.0,19.1300657252806,1.0,1.0,0.06143792124218539,0.02639826763012465,0.05680642073988802,0.030408153109763372,-0.004631500502297367,0.030408153109763372,0.0,0,0,0.0614379212421854,9.73236009732360e-6,102750.000000000,3607.28366150546,0.000465547977640192,2148.00632379262,7.61447647057934,1.3084734466010184,0,1.0,1.0,1.0,14698.8505760459,1.0,1.0,1.0,1.0,17.4899311859839,1.0,1.0,21697.1357991756,1.0,1.0,1.0,1.0,18.8079257721717,1.0,1.0,0.054212123416182756,0.03118530047816659,0.05680642073988802,0.025621120261721433,0.0025942973237052663,0.025621120261721433,0.0025942973237052663,0.00259429732370527,0.129714866185263,0.0542121234161828,9.50655127836018e-6,105190.617577197,3258.63242418257,0.000495208277785848,2019.35235103733,7.27899247919519,1.3179945861877884,0.129714866185263,1.0,-0.18988640448016142,-0.10258698309219288,0.0,0.0,10.207115808100221,9,11,4.534144011382957,10000,19000,16.5000000000000,19.0000000000000,6947.729893710499,10000,25000,17.0000000000000,20.0000000000000,4.556006772773873,4.617444694016059,4.563977124896216,4.590375392526341,5309.798155826857,0.04813002244314843,4498.799626519798,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.210938706788738,9,11,4.510742134327438,10000,19000,16.5000000000000,19.0000000000000,6998.2852231297,10000,25000,17.0000000000000,20.0000000000000,4.60668093921587,4.5524688157996875,4.596996463743955,4.5658111632657885,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,19101.031330344475,11,111.16535948015493,500000,1,1,-111,122,111,1,15,11,11,11,4
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,17003.8786314465,1.0,1.0,1.0,17.9377595209822,1.0,1.0,1.0,23419.5695086345,1.0,1.0,1.0,1.0,19.2222078149199,1.0,1.0,0.06412545360143529,0.0253410606418889,0.05209864135653512,0.02675758071464622,-0.012026812244900167,0.02675758071464622,0.0,0,0,0.0641254536014353,9.73236009732360e-6,102750.000000000,3765.08020431284,0.000465802797091189,2146.83124756813,7.92045422792687,1.284448293937705,0,1.0,1.0,1.0,17139.6383185482,1.0,1.0,1.0,1.0,17.9016841936030,1.0,1.0,23728.8566078508,1.0,1.0,1.0,1.0,19.2208734051922,1.0,1.0,0.06393467209478843,0.02666732821354678,0.05209864135653512,0.02543131314298834,-0.011836030738253303,0.02543131314298834,0.0,0,0,0.0639346720947884,9.50655127836018e-6,105190.617577197,3843.04436699794,0.000460414576233772,2171.95556270195,7.89133931323451,1.3191892115892154,0,1.0,-0.05419224318836474,-0.21859615745579977,0.0,0.0,10.017305293055308,9,11,4.516206218387801,10000,19000,16.5000000000000,19.0000000000000,6415.690877188005,10000,25000,17.0000000000000,20.0000000000000,4.55034795661967,4.614473410221105,4.559251225397596,4.584592286039485,4994.900073026343,0.046931536693892335,4499.509583279306,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.010344880368457,9,11,4.459911643418569,10000,19000,16.5000000000000,19.0000000000000,6589.2182893025365,10000,25000,17.0000000000000,20.0000000000000,4.611339655676415,4.547404983581626,4.593245441209655,4.566578112996108,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18926.683453632933,11,105.0590216995777,500000,1,1,-111,121,111,1,15,11,11,11,5
0.010494514356793494,0.0,0.0,0.0104945143567935,0.010494514356793494,1.0,1.0,1.0,16694.9172083430,1.0,1.0,1.0,17.9286238708665,1.0,1.0,1.0,23745.6965176539,1.0,1.0,1.0,1.0,19.2646900469127,1.0,1.0,0.06235864514702261,0.023506223905601864,0.05552412787167354,0.032017903966071674,-0.006834517275349068,0.032017903966071674,0.0,0,0,0.0623586451470226,9.73236009732360e-6,102750.000000000,3661.34330791804,0.000462615786986427,2161.62099982407,7.72333226301084,1.3360661760462236,0.0104945143567935,1.0,1.0,1.0,16163.2804381414,1.0,1.0,1.0,1.0,17.7259274829748,1.0,1.0,23263.0283809130,1.0,1.0,1.0,1.0,19.0712728226402,1.0,1.0,0.05978015575189044,0.033055630277122994,0.05552412787167354,0.022468497594550545,-0.004256027880216902,0.022468497594550545,0.0,0,0,0.0597801557518904,9.50655127836018e-6,105190.617577197,3593.32085851565,0.000467786087843655,2137.72924417159,7.56095772287802,1.3453453396654413,0,1.0,0.010494514356793494,-0.12328006546850578,0.0,0.0,10.205291607855665,9,11,4.559779240651508,10000,19000,16.5000000000000,19.0000000000000,7050.779309310892,10000,25000,17.0000000000000,20.0000000000000,4.555130747216618,4.61748939236364,4.563935776162458,4.58744200006806,5277.268024384863,0.04733573993425234,4499.006041895318,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.164969760096774,9,11,4.498145608076361,10000,19000,16.5000000000000,19.0000000000000,7099.747942771626,10000,25000,17.0000000000000,20.0000000000000,4.611964213486219,4.552184057734329,4.592383454111082,4.559327823833959,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18906.00292465462,11,104.45346120240504,500000,1,1,-111,122,111,1,15,11,11,11,6
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14783.8498979018,1.0,1.0,1.0,17.4204281770127,1.0,1.0,1.0,21281.5803604868,1.0,1.0,1.0,1.0,18.7161848474077,1.0,1.0,0.05625725297459905,0.022169908363919966,0.05256368899874431,0.03039378063482434,-0.003693563975854741,0.03039378063482434,0.0,0,0,0.0562572529745990,9.73236009732360e-6,102750.000000000,3303.10442465146,0.000502162308174647,1991.38801085049,7.42389218843786,1.2957566703950312,0,1.0,1.0,1.0,13494.4989512678,1.0,1.0,1.0,1.0,17.1702735799615,1.0,1.0,19974.0330810996,1.0,1.0,1.0,1.0,18.4624015957551,1.0,1.0,0.050058403389749095,0.037999108109378454,0.05256368899874431,0.014564580889365852,0.0025052856089952114,0.014564580889365852,0.0025052856089952114,0.00250528560899521,0.125264280449761,0.0500584033897491,9.50655127836018e-6,105190.617577197,3008.95678142638,0.000531757906163577,1880.55502026214,7.17580650705273,1.292128015793631,0.125264280449761,1.0,-0.0614168595332385,-0.0855860317669717,0.0,0.0,9.996535988574855,9,11,4.475744026609674,10000,19000,16.5000000000000,19.0000000000000,6497.73046258505,10000,25000,17.0000000000000,20.0000000000000,4.5590626161616745,4.615319869136274,4.567449883529687,4.589619791893607,5014.6224295369575,0.04715341496312977,4498.477500485607,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,9.994467072908773,9,11,4.484776595850856,10000,19000,16.5000000000000,19.0000000000000,6479.534129831826,10000,25000,17.0000000000000,20.0000000000000,4.609762901135787,4.559704497746038,4.593241781696553,4.555242673587174,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,19219.433904524816,11,118.74920268487551,500000,1,1,-111,121,111,1,15,11,11,11,7
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,14699.9589704791,1.0,1.0,1.0,17.5661459126630,1.0,1.0,1.0,21824.9006289893,1.0,1.0,1.0,1.0,18.9063441762919,1.0,1.0,0.054695408036513626,0.035919410525663054,0.05815963323637856,0.022240222710715504,0.0034642251998649315,0.022240222710715504,0.0034642251998649315,0.00346422519986493,0.173211259993247,0.0546954080365136,9.73236009732360e-6,102750.000000000,3211.40181471530,0.000499490036897696,2002.04193503226,7.34248304855921,1.3401982636289653,0.173211259993247,1.0,1.0,1.0,14773.0684320435,1.0,1.0,1.0,1.0,17.4598365782022,1.0,1.0,21595.6289051233,1.0,1.0,1.0,1.0,18.7431570793046,1.0,1.0,0.054872886993696746,0.04442574393756349,0.05815963323637856,0.013733889298815069,0.0032867462426818123,0.013733889298815069,0.0032867462426818123,0.00328674624268181,0.164337312134091,0.0548728869936967,9.50655127836018e-6,105190.617577197,3298.35021206326,0.000491281416609013,2035.49323502267,7.25773398695621,1.2833205011024607,0.164337312134091,1.0,-0.18498038920880283,-0.162050807993827,0.0,0.0,10.223662864103758,9,11,4.577427496964364,10000,19000,16.5000000000000,19.0000000000000,7124.941658510224,10000,25000,17.0000000000000,20.0000000000000,4.556701184529786,4.611396592566299,4.560482572440502,4.596401982966165,5316.334046887535,0.04923932235181676,4500.934261409619,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.202102591245971,9,11,4.478926579116137,10000,19000,16.5000000000000,19.0000000000000,6822.560473079784,10000,25000,17.0000000000000,20.0000000000000,4.610657539303377,4.55578465230968,4.5988670079358505,4.554441263998287,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,19128.226434276137,11,110.84835607750036,500000,1,1,-111,122,111,1,15,11,11,11,8
0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,13456.6397806419,1.0,1.0,1.0,17.2249905286173,1.0,1.0,1.0,19922.4536024972,1.0,1.0,1.0,1.0,18.5265541523916,1.0,1.0,0.05062281789226741,0.023745988723094413,0.05160052142117976,0.027854532698085348,0.0009777035289123479,0.027854532698085348,0.0009777035289123479,0.000977703528912348,0.0488851764456174,0.0506228178922674,9.73236009732360e-6,102750.000000000,2972.28259338884,0.000537741037716814,1859.63117906322,7.23618743982373,1.3015636237742525,0.0488851764456174,1.0,1.0,1.0,14779.9480047938,1.0,1.0,1.0,1.0,17.5137243856266,1.0,1.0,21319.5270853874,1.0,1.0,1.0,1.0,18.8301369023813,1.0,1.0,0.054304321888983154,0.021499000717260408,0.05160052142117976,0.030101520703919353,-0.0027038004678033925,0.030101520703919353,0.0,0,0,0.0543043218889832,9.50655127836018e-6,105190.617577197,3264.17437520745,0.000507655455637216,1969.83995522078,7.50312123866794,1.3164125167546736,0,1.0,-0.2389855066758163,-0.24372339139794436,0.0,0.0,9.988803088793581,9,11,4.527375630625792,10000,19000,16.5000000000000,19.0000000000000,6465.813821855339,10000,25000,17.0000000000000,20.0000000000000,4.558522705824195,4.609145523716462,4.567189343722736,4.590935332445831,4967.727818872104,0.046742364030801335,4500.019296711007,1.00000000000000,0.0100000000000000,0.500000000000000,205500,205500,105000.000000000,0.0500000000000000,3000.00000000000,10.010603146958696,9,11,4.52792844556732,10000,19000,16.5000000000000,19.0000000000000,6539.579080593631,10000,25000,17.0000000000000,20.0000000000000,4.611341591182798,4.557037269293815,4.591015361359709,4.5695163606424485,1.00000000000000,0.0100000000000000,0.500000000000000,215500,3000.00000000000,105000.000000000,0.0500000000000000,11,22,11,21,-121,11,11,18948.229292083262,11,108.46801099648391,500000,1,1,-111,121,111,1,15,11,11,11,9
